Brand,Condition,Fuel,KMs Driven,Model,Price,Registered City,Transaction Type,Year
Honda,Used,Petrol,220000,City IDSI,510000,Lahore,Cash,1998
Honda,New,Petrol,6100,City Aspire,960000,Lahore,Installment/Leasing,2018
Suzuki,Used,CNG,97000,Mehran VX,355000,Karachi,Cash,2006
Suzuki,New,Petrol,49,Mehran VX,430000,Rawalpindi,Cash,2008
Suzuki,Used,CNG,2012,Mehran VXR,470000,Islamabad,Cash,2012
Daihatsu,Used,CNG,67531,Cuore,140000,Islamabad,Installment/Leasing,2009
Suzuki,Used,CNG,171196,Alto,370000,Karachi,Cash,2005
Suzuki,Used,Petrol,92166,Cultus VX,850000,Lahore,Cash,2010
Toyota,Used,Petrol,117500,Corolla GLI,1150000,Karachi,Cash,2010
Toyota,Used,Diesel,123456,Corolla 2.0 D,885000,Lahore,Cash,2003
Honda,New,CNG,190000,City IDSI,750000,Karachi,Cash,2005
Suzuki,Used,CNG,80000,Mehran VX,385000,Karachi,Cash,2011
Honda,Used,CNG,150000,Civic EXi,480000,Karachi,Cash,1995
Suzuki,New,CNG,25000,Mehran VX,515000,Rawalpindi,Cash,2010
Toyota,Used,Petrol,85000,Vitz,1000000,Islamabad,Cash,2006
Honda,New,Petrol,51000,Civic Prosmetic,1710000,Karachi,Cash,2013
Honda,Used,Petrol,1000,Civic VTi Oriel,725000,Lahore,Cash,2000
Hyundai,Used,CNG,100000,Santro,465000,Lahore,Cash,2004
Toyota,Used,Petrol,12345,Corolla Assista,200000,Islamabad,Installment/Leasing,2001
Suzuki,Used,Petrol,9999,Other,220000,Karachi,Cash,1989
KIA,Used,CNG,190000,Sportage,850000,Lahore,Cash,2003
Suzuki,Used,Petrol,100000,Cultus VXR,570000,Lahore,Cash,2007
Toyota,Used,CNG,150000,Corolla GLI,730000,Karachi,Cash,1998
Suzuki,Used,CNG,97000,Cultus VXL,590000,Karachi,Cash,2007
Suzuki,Used,CNG,79653,Mehran VXR,325000,Karachi,Cash,2008
Suzuki,New,Petrol,25000,Mehran VXR,575000,Lahore,Cash,2014
Toyota,Used,CNG,80000,Corolla XE,650000,Karachi,Cash,1994
Toyota,Used,Petrol,91000,Corolla GLI,1775000,Islamabad,Cash,2014
Toyota,Used,Petrol,19000,Corolla XLI,205000,Islamabad,Installment/Leasing,2016
Suzuki,Used,Petrol,2,Mehran VX,380000,Rawalpindi,Cash,2004
Honda,Used,Petrol,220000,City IDSI,510000,Lahore,Cash,1998
Honda,New,Petrol,6100,City Aspire,960000,Lahore,Installment/Leasing,2018
Suzuki,Used,CNG,97000,Mehran VX,355000,Karachi,Cash,2006
Suzuki,New,Petrol,49,Mehran VX,430000,Rawalpindi,Cash,2008
Suzuki,Used,CNG,2012,Mehran VXR,470000,Islamabad,Cash,2012
Daihatsu,Used,CNG,67531,Cuore,140000,Islamabad,Installment/Leasing,2009
Suzuki,Used,CNG,171196,Alto,370000,Karachi,Cash,2005
Suzuki,Used,Petrol,92166,Cultus VX,850000,Lahore,Cash,2010
Toyota,Used,Petrol,117500,Corolla GLI,1150000,Karachi,Cash,2010
Toyota,Used,Diesel,123456,Corolla 2.0 D,885000,Lahore,Cash,2003
Honda,New,CNG,190000,City IDSI,750000,Karachi,Cash,2005
Suzuki,Used,CNG,80000,Mehran VX,385000,Karachi,Cash,2011
Honda,Used,CNG,150000,Civic EXi,480000,Karachi,Cash,1995
Suzuki,New,CNG,25000,Mehran VX,515000,Rawalpindi,Cash,2010
Toyota,Used,Petrol,85000,Vitz,1000000,Islamabad,Cash,2006
Honda,Used,Petrol,100500,Civic VTi Oriel Prosmatec,1600000,Lahore,Cash,2011
Suzuki,Used,CNG,786,Mehran VXR,275000,Karachi,Cash,2000
Suzuki,Used,Petrol,150000,Cultus VXL,560000,Islamabad,Cash,2004
Honda,Used,Petrol,180000,City IDSI,820000,Lahore,Cash,2004
Suzuki,New,Petrol,20000,Wagon R,540000,Islamabad,Installment/Leasing,2016
Toyota,Used,Diesel,195,Other,2650000,Karachi,Cash,2008
Daihatsu,Used,Diesel,112224,Charade,171000,Faisalabad,Cash,1987
Daihatsu,Used,Petrol,80279,Mira,975000,Karachi,Cash,2012
Toyota,Used,Petrol,86000,Corolla GLI,198000,Islamabad,Installment/Leasing,2011
Toyota,New,Petrol,13000,Corolla GLI,2320000,,Cash,2017
Toyota,Used,Petrol,23000,Corolla XLI,234000,Lahore,Installment/Leasing,2012
Toyota,Used,Petrol,74837,Other,200000,Islamabad,Installment/Leasing,2015
Daihatsu,Used,Petrol,111111,Charade,190000,Lahore,Cash,1984
Toyota,Used,Petrol,24300,Corolla GLI,400000,Rawalpindi,Installment/Leasing,2015
Toyota,New,Petrol,57000,Aqua,1625000,Islamabad,Cash,2017
Nissan,Used,Petrol,105000,Patrol,1400000,Karachi,Cash,1991
Suzuki,New,CNG,15269,Mehran VX,210000,Karachi,Cash,1993
Daihatsu,Used,Petrol,78000,Cuore,700000,Multan,Cash,2010
Toyota,New,Petrol,125000,Vitz,1000000,Lahore,Cash,2007
Suzuki,Used,Petrol,123456,Mehran VX,98000,Karachi,Cash,1989
Honda,Used,Petrol,17500,City IVTEC,1785000,Islamabad,Cash,2017
Toyota,New,Petrol,52325,Succeed,1925000,Karachi,Cash,2012
Suzuki,Used,Petrol,123456,Cultus VXR,444000,Karachi,Cash,2004
Hyundai,Used,Hybrid,33900,Santro,530000,Lahore,Cash,2006
Toyota,Used,Petrol,129500,Passo,835000,Karachi,Cash,2006
Suzuki,Used,CNG,247,Mehran VX,122222,Karachi,Cash,1989
Suzuki,New,Petrol,50000,Mehran VXR,185000,Karachi,Cash,1997
Toyota,New,Diesel,132000,Hilux,2750000,Karachi,Cash,2009
Suzuki,New,Petrol,1,Wagon R,1260000,Karachi,Cash,2018
Suzuki,Used,CNG,1234,Mehran VX,310000,,Cash,2006
Suzuki,Used,Petrol,7,Mehran VX,380000,Khanewal,Cash,2011
Suzuki,Used,Petrol,19000,Mehran VX,680000,,Cash,2015
Toyota,Used,Petrol,147000,Corolla XLI,1090000,Lahore,Cash,2009
Daihatsu,Used,Petrol,46000,Mira,1240000,,Cash,2015
Honda,New,Hybrid,57000,Spike,1645000,,Cash,2012
Daihatsu,Used,Petrol,257,Charade,325000,Karachi,Cash,1986
Toyota,Used,CNG,99999,Corolla XE,545000,Karachi,Cash,1994
Honda,Used,Petrol,107856,Civic EXi,750000,Sialkot,Installment/Leasing,1997
Hyundai,Used,CNG,9000,Other,600000,Karachi,Cash,2008
Honda,Used,Petrol,26000,City IVTEC,850000,Lahore,Cash,2016
Nissan,New,Diesel,12345,Qashqai,1800000,Islamabad,Cash,2009
Suzuki,New,Petrol,45000,Alto,645000,Multan,Cash,2007
Suzuki,Used,Petrol,60000,Cultus VXR,850000,Karachi,Cash,2012
Toyota,Used,Petrol,97000,Corrolla Altis,880000,Karachi,Cash,2003
Daihatsu,Used,CNG,8000,Cuore,510000,Karachi,Cash,2007
Honda,Used,Petrol,75000,Civic VTi Oriel Prosmatec,200000,Lahore,Cash,2015
Toyota,New,Petrol,70000,Corolla XE,450000,Lahore,Cash,1980
Suzuki,Used,CNG,93000,Alto,570000,Karachi,Cash,2011
Toyota,Used,CNG,362000,Other,390000,Islamabad,Cash,1986
Honda,Used,Petrol,26000,City IVTEC,850000,Lahore,Cash,2016
Nissan,New,Diesel,12345,Qashqai,1800000,Islamabad,Cash,2009
Suzuki,New,Petrol,45000,Alto,645000,Multan,Cash,2007
Suzuki,Used,Petrol,60000,Cultus VXR,850000,Karachi,Cash,2012
Toyota,Used,Petrol,97000,Corrolla Altis,880000,Karachi,Cash,2003
Daihatsu,Used,CNG,8000,Cuore,510000,Karachi,Cash,2007
Honda,Used,Petrol,75000,Civic VTi Oriel Prosmatec,200000,Lahore,Cash,2015
Toyota,New,Petrol,70000,Corolla XE,450000,Lahore,Cash,1980
Suzuki,Used,CNG,93000,Alto,570000,Karachi,Cash,2011
Toyota,Used,CNG,362000,Other,390000,Islamabad,Cash,1986
Toyota,New,Petrol,65000,Corolla XLI,1850000,Lahore,Cash,2016
Suzuki,Used,Petrol,39000,Mehran VX,425000,Multan,Cash,2011
Honda,New,Petrol,40000,Civic VTi Oriel Prosmatec,2000000,Islamabad,Cash,2012
Toyota,Used,CNG,1995,Corolla 2.0 D,625000,Karachi,Cash,1995
Suzuki,Used,Petrol,114000,Swift,1080000,Islamabad,Cash,2011
Honda,Used,Petrol,136500,City IDSI,940000,Lahore,Cash,2007
Suzuki,New,Petrol,12000,Cultus VXR,1130000,Karachi,Cash,2017
Suzuki,Used,Petrol,115500,Cultus VXR,820000,Lahore,Cash,2012
Daihatsu,Used,Hybrid,123456,Charade,235000,Karachi,Cash,1989
Honda,New,Petrol,92500,Civic Prosmetic,585000,Karachi,Cash,1998
Suzuki,Used,Petrol,39000,Mehran VX,425000,Multan,Cash,2011
Honda,New,Petrol,40000,Civic VTi Oriel Prosmatec,2000000,Islamabad,Cash,2012
Toyota,Used,CNG,1995,Corolla 2.0 D,625000,Karachi,Cash,1995
Suzuki,Used,Petrol,114000,Swift,1080000,Islamabad,Cash,2011
Honda,Used,Petrol,136500,City IDSI,940000,Lahore,Cash,2007
Suzuki,New,Petrol,12000,Cultus VXR,1130000,Karachi,Cash,2017
Suzuki,Used,Petrol,115500,Cultus VXR,820000,Lahore,Cash,2012
Daihatsu,Used,Hybrid,123456,Charade,235000,Karachi,Cash,1989
Honda,New,Petrol,92500,Civic Prosmetic,585000,Karachi,Cash,1998
Suzuki,Used,CNG,27302,Khyber,220000,Karachi,Cash,1995
Suzuki,Used,Petrol,31000,Mehran VX,590000,Lahore,Cash,2014
Classic & Antiques,Used,Petrol,98000,Other,850000,Islamabad,Cash,2007
Suzuki,Used,Petrol,82000,Mehran VX,510000,Islamabad,Cash,2012
Suzuki,Used,CNG,128000,Alto,485000,Lahore,Cash,2007
Suzuki,Used,CNG,77000,Mehran VX,365000,Karachi,Cash,2010
Subaru,Used,Petrol,63555,Other,669000,Lahore,Cash,2013
Suzuki,Used,Petrol,55000,Alto,445000,Karachi,Cash,2006
Other Brands,Used,Petrol,5000,Other,105000,Karachi,Cash,1984
Suzuki,New,Petrol,90000,Cultus VXR,985000,Karachi,Cash,2015
Toyota,Used,Petrol,71000,Corolla XLI,12400000,Islamabad,Cash,2009
Suzuki,Used,Hybrid,55555,Alto,210000,Lahore,Cash,1990
Suzuki,Used,Petrol,15256,Alto,430000,,Cash,2006
Mitsubishi,Used,Petrol,47000,Ek Wagon,790000,Lahore,Cash,2006
Toyota,New,Petrol,13000,Corolla GLI,2055000,Karachi,Cash,2017
Suzuki,Used,Petrol,1,Mehran VX,330000,Lahore,Cash,2006
Suzuki,Used,Petrol,35000,Mehran VX,400000,Lahore,Cash,2006
Suzuki,Used,Petrol,75000,Mehran VXR,575000,Lahore,Cash,2013
Honda,New,Petrol,88000,City IDSI,885000,Karachi,Cash,2007
Suzuki,New,Petrol,70000,Every,759999,Lahore,Cash,2015
Hyundai,Used,CNG,95635,Santro,400000,Karachi,Cash,2003
Honda,New,Petrol,28000,Acty,845000,,Cash,2013
Suzuki,Used,Petrol,94401,Mehran VX,575000,Lahore,Cash,2013
Other Brands,New,Hybrid,223155,Other,100000,Karachi,Cash,2012
Suzuki,New,Petrol,6500,Wagon R,1310000,Lahore,Cash,2018
Toyota,Used,Hybrid,100000,Corolla GLI,599000,Gujrat,Cash,1995
Honda,New,Petrol,8000,Vezel,4000000,,Cash,2018
Suzuki,Used,Petrol,78000,Khyber,265000,Karachi,Cash,1998
Suzuki,Used,CNG,107321,Cultus VXR,585000,Lahore,Cash,2008
Suzuki,Used,Petrol,75000,Bolan,350000,Lahore,Cash,1987
Suzuki,New,CNG,5000,Alto,380000,Karachi,Cash,2006
Suzuki,Used,Petrol,78000,Khyber,265000,Karachi,Cash,1998
Suzuki,Used,CNG,107321,Cultus VXR,585000,Lahore,Cash,2008
Suzuki,Used,Petrol,75000,Bolan,350000,Lahore,Cash,1987
Suzuki,New,CNG,5000,Alto,380000,Karachi,Cash,2006
Suzuki,Used,Petrol,19000,Every,930000,,Cash,2014
Daihatsu,New,Hybrid,13600,Mira,1390000,,Cash,2016
Toyota,New,Petrol,15,Corolla GLI,2200000,Lahore,Cash,2017
Suzuki,Used,CNG,1,Mehran VX,285000,Karachi,Cash,2005
Toyota,Used,Petrol,74000,Vitz,900000,Karachi,Cash,2005
Honda,New,Petrol,79000,Civic VTi Oriel,1550000,Lahore,Cash,2011
Toyota,Used,CNG,100000,86,275000,Karachi,Cash,1985
Toyota,Used,Petrol,88000,Probox,1150000,Lahore,Cash,2006
Suzuki,Used,Petrol,75000,Swift,940000,Karachi,Cash,2010
Toyota,Used,Petrol,93000,Vitz,855000,Karachi,Cash,2006
Suzuki,Used,CNG,125000,Margalla,225000,Karachi,Cash,1996
Toyota,New,Petrol,50000,Corolla XLI,1375000,Karachi,Cash,2013
Daihatsu,New,Petrol,90000,Hijet,760000,Lahore,Cash,2015
Suzuki,Used,Petrol,100000,Cultus VXR,410000,Lahore,Cash,2003
Toyota,Used,Petrol,66500,Corrolla Altis,2225000,Islamabad,Cash,2015
Suzuki,Used,Petrol,93000,Cultus VXR,480000,Lahore,Cash,2005
Toyota,Used,CNG,100000,86,275000,Karachi,Cash,1985
Toyota,Used,Petrol,88000,Probox,1150000,Lahore,Cash,2006
Suzuki,Used,Petrol,75000,Swift,940000,Karachi,Cash,2010
Toyota,Used,Petrol,93000,Vitz,855000,Karachi,Cash,2006
Suzuki,Used,CNG,125000,Margalla,225000,Karachi,Cash,1996
Toyota,New,Petrol,50000,Corolla XLI,1375000,Karachi,Cash,2013
Daihatsu,New,Petrol,90000,Hijet,760000,Lahore,Cash,2015
Suzuki,Used,Petrol,100000,Cultus VXR,410000,Lahore,Cash,2003
Toyota,Used,Petrol,66500,Corrolla Altis,2225000,Islamabad,Cash,2015
Suzuki,Used,Petrol,93000,Cultus VXR,480000,Lahore,Cash,2005
Toyota,New,Petrol,77000,Corolla GLI,1675000,Karachi,Cash,2014
Suzuki,Used,Hybrid,50000,Mehran VX,535000,Lahore,Cash,2012
Suzuki,Used,CNG,200000,Bolan,380000,Karachi,Cash,1989
Suzuki,Used,CNG,70000,Cultus VXR,750000,Lahore,Cash,2011
Toyota,Used,Petrol,228000,Corolla XE,580000,Lahore,Cash,1995
Suzuki,Used,Petrol,132000,Wagon R,1040000,Karachi,Cash,2013
Honda,Used,Petrol,92000,City IVTEC,1230000,Lahore,Cash,2010
KIA,Used,CNG,100000,Spectra,300000,Karachi,Cash,2003
Daihatsu,Used,Petrol,8800,Hijet,786000,Islamabad,Cash,2011
Toyota,New,Petrol,68000,Passo,950000,Islamabad,Cash,2008
Suzuki,Used,Petrol,80000,Mehran VX,325000,Lahore,Cash,2006
Suzuki,Used,Hybrid,50,Mehran VXR,290000,Karachi,Cash,2003
Suzuki,Used,CNG,122122,Alto,370000,Karachi,Cash,2005
Suzuki,Used,CNG,165000,Mehran VX,295000,Lahore,Cash,2005
Toyota,Used,Petrol,100000,Corolla GLI,1600000,Rawalpindi,Cash,2013
Toyota,Used,Petrol,85000,Probox,1050000,Islamabad,Cash,2005
Suzuki,Used,Petrol,105600,FX,240000,Lahore,Cash,1987
Suzuki,Used,Petrol,38000,Cultus VXR,850000,Karachi,Cash,2013
Suzuki,Used,CNG,100000,Mehran VX,400000,Rawalpindi,Cash,2007
Suzuki,Used,Petrol,100000,Alto,400000,Peshawar,Cash,2005
Suzuki,Used,Petrol,78781,Cultus VXR,700000,Lahore,Cash,2010
Suzuki,Used,Petrol,75000,Swift,1095000,Sialkot,Cash,2014
Suzuki,New,CNG,123456,Mehran VXR,195000,Peshawar,Cash,1989
Mercedes,Used,Petrol,93000,E Class,5800000,Islamabad,Cash,2012
Toyota,Used,Petrol,112000,Probox,1050000,Lahore,Cash,2005
Suzuki,Used,CNG,870000,Other,250000,Karachi,Cash,1990
Honda,Used,Petrol,124000,Civic Prosmetic,880000,Karachi,Cash,2008
Honda,Used,Petrol,78100,City Aspire,1390000,Karachi,Cash,2013
Hyundai,Used,Petrol,1,Santro,435000,Islamabad,Cash,2003
Mitsubishi,Used,Petrol,177000,Lancer,390000,Karachi,Cash,1994
Suzuki,Used,CNG,153000,Baleno,550000,Lahore,Cash,2003
Daihatsu,New,Petrol,99000,Hijet,910000,Karachi,Cash,2012
Suzuki,Used,CNG,70000,Margalla,320000,Karachi,Cash,1996
,,,,,790000,,,
Suzuki,New,Petrol,20800,Wagon R,1225000,Lahore,Cash,2017
Toyota,Used,Petrol,48000,Corrolla Altis,2175000,Lahore,Cash,2016
Suzuki,New,Petrol,115000,Swift,1150000,Islamabad,Cash,2013
Toyota,Used,Petrol,54000,Corolla XE,560000,Quetta,Cash,2003
Toyota,Used,Hybrid,158126,Aqua,1600000,Karachi,Cash,2013
Suzuki,Used,CNG,65000,Khyber,350000,Lahore,Cash,1999
Suzuki,Used,Petrol,88000,Cultus VXR,365000,Lahore,Cash,2005
Suzuki,Used,Petrol,71800,Wagon R,1095000,Lahore,Cash,2016
Suzuki,New,Petrol,65000,Liana,775000,Karachi,Cash,2012
Suzuki,Used,CNG,80000,Cultus VXL,470000,Lahore,Cash,2004
Daihatsu,Used,Petrol,500000,Cuore,470000,Karachi,Cash,2006
Suzuki,Used,Petrol,86500,Alto,625000,,Cash,2011
Toyota,Used,Petrol,60000,Corolla GLI,1640000,Lahore,Cash,2013
Honda,Used,CNG,100000,Civic VTi Oriel,865000,Islamabad,Cash,2002
Nissan,New,Petrol,51000,Dayz,1240000,Islamabad,Cash,2015
Toyota,Used,Petrol,42000,Corolla GLI,2000000,Lahore,Cash,2017
Toyota,Used,Petrol,48000,Corrolla Altis,2175000,Lahore,Cash,2016
Suzuki,New,Petrol,115000,Swift,1150000,Islamabad,Cash,2013
Toyota,Used,Petrol,54000,Corolla XE,560000,Quetta,Cash,2003
Toyota,Used,Hybrid,158126,Aqua,1600000,Karachi,Cash,2013
Suzuki,Used,CNG,65000,Khyber,350000,Lahore,Cash,1999
Suzuki,Used,Petrol,88000,Cultus VXR,365000,Lahore,Cash,2005
Suzuki,Used,Petrol,71800,Wagon R,1095000,Lahore,Cash,2016
Suzuki,New,Petrol,65000,Liana,775000,Karachi,Cash,2012
Suzuki,Used,CNG,80000,Cultus VXL,470000,Lahore,Cash,2004
Daihatsu,Used,Petrol,500000,Cuore,470000,Karachi,Cash,2006
Suzuki,Used,Petrol,86500,Alto,625000,,Cash,2011
Honda,Used,CNG,100000,Civic VTi Oriel,865000,Islamabad,Cash,2002
Toyota,Used,Petrol,60000,Corolla GLI,1640000,Lahore,Cash,2013
Nissan,New,Petrol,51000,Dayz,1240000,Islamabad,Cash,2015
Toyota,Used,Petrol,42000,Corolla GLI,2000000,Lahore,Cash,2017
Toyota,Used,Petrol,123548,Corolla Axio,1640000,Lahore,Cash,2007
Daihatsu,Used,Petrol,85000,Move,960000,Sialkot,Cash,2012
Suzuki,Used,Petrol,8000,Mehran VX,560000,Islamabad,Cash,2012
Suzuki,New,Petrol,18400,Mehran VXR,765000,Lahore,Cash,2017
Suzuki,Used,CNG,1,Mehran VX,390000,Faisalabad,Cash,2008
Toyota,Used,Petrol,65000,Land Cruiser,5500000,Lahore,Cash,2004
Honda,Used,Hybrid,21600,Vezel,3125000,Karachi,Cash,2014
Honda,Used,Petrol,82632,City IVTEC,1640000,Lahore,Cash,2015
Honda,New,Petrol,500,City Vario,910000,Lahore,Cash,2018
Suzuki,Used,Petrol,32553,Mehran VX,525000,Lahore,Cash,2013
Honda,Used,Petrol,20000,Civic VTi Oriel Prosmatec,855000,Karachi,Cash,2005
Daihatsu,New,Petrol,70000,Cuore,625000,Karachi,Cash,2010
Honda,Used,Petrol,10000,Acty,750000,Karachi,Cash,2012
Honda,New,Petrol,77000,Civic VTi Oriel Prosmatec,1820000,Lahore,Cash,2013
Honda,New,Petrol,1430,City IVTEC,1825000,,Cash,2018
Suzuki,Used,Petrol,245600,Mehran VX,760000,Islamabad,Cash,2017
Suzuki,Used,Petrol,123,Mehran VXR,475000,Islamabad,Cash,2009
Suzuki,Used,Petrol,68000,Mehran VXR,370000,Karachi,Cash,2009
Daihatsu,New,Petrol,94000,Hijet,875000,,Cash,2014
Toyota,Used,Petrol,100000,Corolla Assista,1160000,Abbottabad,Cash,2007
Daihatsu,Used,Petrol,475614,Charade,225000,Lahore,Cash,1986
Toyota,Used,Petrol,21000,Corrolla Altis,2550000,Lahore,Cash,2017
FAW,Used,Petrol,50000,V2,1150000,Islamabad,Cash,2017
Suzuki,Used,CNG,2356,Mehran VX,200000,Sargodha,Cash,1989
Honda,Used,Petrol,10000,Acty,750000,Karachi,Cash,2012
Honda,New,Petrol,77000,Civic VTi Oriel Prosmatec,1820000,Lahore,Cash,2013
Honda,New,Petrol,1430,City IVTEC,1825000,,Cash,2018
Suzuki,Used,Petrol,245600,Mehran VX,760000,Islamabad,Cash,2017
Suzuki,Used,Petrol,123,Mehran VXR,475000,Islamabad,Cash,2009
Suzuki,Used,Petrol,68000,Mehran VXR,370000,Karachi,Cash,2009
Daihatsu,New,Petrol,94000,Hijet,875000,,Cash,2014
Toyota,Used,Petrol,100000,Corolla Assista,1160000,Abbottabad,Cash,2007
Daihatsu,Used,Petrol,475614,Charade,225000,Lahore,Cash,1986
Toyota,Used,Petrol,21000,Corrolla Altis,2550000,Lahore,Cash,2017
FAW,Used,Petrol,50000,V2,1150000,Islamabad,Cash,2017
Suzuki,Used,CNG,2356,Mehran VX,200000,Sargodha,Cash,1989
Suzuki,Used,CNG,1,Alto,360000,Karachi,Cash,2003
Suzuki,Used,Petrol,186000,Every,780000,Lahore,Cash,2008
Toyota,Used,Hybrid,100000,Corolla 2.0 D,295000,Karachi,Cash,1993
Suzuki,Used,CNG,70000,Mehran VX,350000,Lahore,Cash,2002
BMW,Used,Diesel,25000,2 Series,500000,,Cash,2005
Honda,Used,Petrol,128000,Civic VTi,1770000,Lahore,Cash,2014
Daihatsu,Used,CNG,950000,Cuore,545000,Karachi,Cash,2007
Honda,Used,Petrol,217912,Civic EXi,850000,Faisalabad,Cash,2007
Mitsubishi,Used,Petrol,100000,Ek Wagon,750000,Lahore,Cash,2007
Suzuki,Used,Petrol,50542,Alto,595000,Lahore,Cash,2011
Hyundai,Used,Petrol,149000,Santro,455000,Lahore,Cash,2004
Suzuki,New,Petrol,13000,Wagon R,1325000,Lahore,Cash,2015
Suzuki,Used,Petrol,74790,Alto,1120000,Karachi,Cash,2014
Suzuki,Used,Petrol,14100,Liana,650000,Lahore,Cash,2007
Suzuki,New,Petrol,1,Wagon R,1280000,Multan,Cash,2018
Toyota,Used,Petrol,205000,Corolla XLI,975000,Lahore,Cash,2008
Honda,Used,CNG,100000,Civic EXi,600000,Islamabad,Cash,1996
Toyota,Used,Petrol,90000,Corolla GLI,1415000,Lahore,Cash,2012
Suzuki,Used,Petrol,38000,Swift,1325000,Lahore,Cash,2013
Suzuki,Used,Petrol,100000,APV,135000,Karachi,Cash,2005
Honda,Used,CNG,87500,Civic EXi,499000,Karachi,Cash,1997
Daewoo,Used,CNG,105000,Racer,280000,Islamabad,Cash,1993
Honda,Used,Petrol,200000,Civic EXi,360000,Karachi,Cash,1996
Suzuki,Used,Petrol,655487,Khyber,320000,Faisalabad,Cash,1999
Toyota,Used,Hybrid,1234,Other,1600000,Islamabad,Cash,2008
Suzuki,Used,Petrol,83000,FX,230000,Sahiwal,Cash,1985
Suzuki,Used,Petrol,65000,Khyber,320000,Islamabad,Cash,1991
Honda,Used,Petrol,200000,Civic EXi,360000,Karachi,Cash,1996
Suzuki,Used,Petrol,655487,Khyber,320000,Faisalabad,Cash,1999
Toyota,Used,Hybrid,1234,Other,1600000,Islamabad,Cash,2008
Suzuki,Used,Petrol,83000,FX,230000,Sahiwal,Cash,1985
Suzuki,Used,Petrol,65000,Khyber,320000,Islamabad,Cash,1991
Suzuki,Used,Petrol,13600,Wagon R,1260000,Rawalpindi,Cash,2018
Suzuki,New,Petrol,50000,Cultus VXR,790000,Karachi,Cash,2011
Suzuki,New,Petrol,74500,Mehran VXR,425000,Lahore,Cash,2008
Suzuki,Used,CNG,12000,Mehran VX,440000,Lahore,Cash,2006
Suzuki,Used,Hybrid,97900,Mehran VXR,450000,Islamabad,Cash,2012
Suzuki,Used,Petrol,180000,APV,975000,Lahore,Cash,2006
Toyota,Used,Hybrid,103000,Prius,1375000,Lahore,Cash,2007
Toyota,New,Petrol,42000,Corolla GLI,1620000,Rawalpindi,Cash,2012
Honda,Used,Petrol,100000,City IDSI,630000,Lahore,Cash,2004
Honda,New,Petrol,65000,Civic Prosmetic,1800000,Lahore,Cash,2014
Suzuki,Used,CNG,145000,Cultus VXR,510000,Lahore,Cash,2007
Suzuki,Used,CNG,47000,Alto,520000,Karachi,Cash,2010
Suzuki,Used,Petrol,123456,Every,574500,Lahore,Cash,2007
Toyota,Used,Diesel,82800,Prado,3250000,Islamabad,Cash,2000
Suzuki,Used,Petrol,100000,Bolan,267599,Lahore,Cash,1991
Toyota,Used,CNG,10000,Corolla 2.0 D,130000,Karachi,Cash,1982
Honda,Used,CNG,20000,Accord,260000,Karachi,Cash,1985
Honda,Used,Petrol,41000,Civic VTi Oriel Prosmatec,2275000,Karachi,Cash,2016
Suzuki,Used,Petrol,100000,Mehran VX,250000,Karachi,Cash,1995
Honda,New,Petrol,38000,Civic VTi,1675000,Lahore,Cash,2014
Mitsubishi,Used,Diesel,8300,Pajero,950000,Karachi,Cash,1991
Honda,Used,Hybrid,55000,Vezel,30150000,Lahore,Cash,2017
Suzuki,Used,CNG,99000,Cultus VXR,645000,Karachi,Cash,2008
Honda,Used,CNG,12345,City IDSI,485000,Karachi,Cash,2001
Suzuki,Used,Petrol,90000,Mehran VX,400000,Lahore,Cash,2007
Honda,Used,Petrol,104000,Acty,790000,,Cash,2014
Toyota,Used,Hybrid,97000,Aqua,1925000,Islamabad,Cash,2014
Honda,Used,Petrol,60000,City IVTEC,700000,Karachi,Cash,2003
Suzuki,Used,Petrol,65800,Swift,1150000,Karachi,Cash,2013
Suzuki,Used,CNG,200000,Cultus VXR,550000,Lahore,Cash,2006
Suzuki,Used,CNG,2,Alto,400000,,Cash,2005
Suzuki,Used,CNG,135200,Cultus VXR,470000,Karachi,Cash,2005
Hyundai,Used,Petrol,55000,Santro,530000,Islamabad,Cash,2004
Daihatsu,Used,Petrol,14000,Move,1350000,,Cash,2016
Honda,New,Petrol,17000,City IVTEC,1780000,Islamabad,Cash,2017
Toyota,Used,Petrol,61000,Corolla GLI,1530000,Islamabad,Cash,2011
Honda,Used,Petrol,100000,City IVTEC,550000,Lahore,Cash,2001
Honda,Used,Petrol,100000,Other,1055000,Lahore,Cash,2010
Toyota,Used,CNG,12345,Corolla XE,699999,Lahore,Cash,2004
Suzuki,Used,Petrol,17000,Wagon R,1075000,Karachi,Cash,2017
Suzuki,Used,Petrol,200000,Mehran VX,175000,Lahore,Cash,1997
Daihatsu,Used,Petrol,53004,Charade,220000,Lahore,Cash,1981
Hyundai,Used,CNG,140000,Santro,370000,Karachi,Cash,2004
Suzuki,New,CNG,600000,FX,125000,Karachi,Cash,1987
Suzuki,New,CNG,62000,Alto,620000,,Cash,2012
Suzuki,Used,Petrol,50000,Cultus VXR,730000,Karachi,Cash,2011
Suzuki,Used,Petrol,90750,Liana,565000,Lahore,Cash,2007
Toyota,Used,Petrol,78600,Corolla GLI,1235000,Karachi,Cash,2012
Toyota,Used,Petrol,81000,Corrolla Altis,1245000,Karachi,Cash,2008
Suzuki,Used,Petrol,91000,Swift,850000,Karachi,Cash,2011
Suzuki,Used,CNG,750000,Mehran VX,425000,Lahore,Cash,2009
